,h,t,r,type,newEntities,pair_c,ori_head_text,ori_relation_text,ori_tail_text
35044,Q48349,Q4022,military,KG,,0.023032507859170437,entire empire,military,the river
35045,Q48349,Q4022,33ce,KG,,0.019377862103283405,entire empire,33ce,the river
35046,Q48349,Q4022,road,KG,,0.0147188282571733,entire empire,road,the river
35047,Q48349,Q4022,construct,KG,,0.01470348984003067,entire empire,construct,the river
35048,Q48349,Q4022,lead,KG,,0.014329962898045778,entire empire,lead,the river
35049,Q48349,Q211328,33ce,KG,,0.018318497575819492,entire empire,33ce,Great Morava
35050,Q48349,Q211328,military,KG,,0.017699269112199545,entire empire,military,Great Morava
35051,Q48349,Q211328,construct,KG,,0.013393319677561522,entire empire,construct,Great Morava
35052,Q48349,Q211328,road,KG,,0.013150834944099188,entire empire,road,Great Morava
35053,Q48349,Q211328,lead,KG,,0.012605022173374891,entire empire,lead,Great Morava
35054,Q48349,Naissa,33ce,Open_KG,tail_,0.019372804556041956,entire empire,33ce,Naissa
35055,Q48349,Naissa,military,Open_KG,tail_,0.02073845826089382,entire empire,military,Naissa
35056,Q48349,Naissa,construct,Open_KG,tail_,0.014102417975664139,entire empire,construct,Naissa
35057,Q48349,Naissa,lead,Open_KG,tail_,0.012766283471137285,entire empire,lead,Naissa
35058,Q48349,Naissa,road,Open_KG,tail_,0.013401649426668882,entire empire,road,Naissa
35059,Q48349,Q129259,33ce,KG,,0.0176767953671515,entire empire,33ce,Niš
35060,Q48349,Q129259,military,KG,,0.01750952284783125,entire empire,military,Niš
35061,Q48349,Q129259,lead,KG,,0.010953412856906652,entire empire,lead,Niš
35062,Q48349,Q129259,construct,KG,,0.011127951554954052,entire empire,construct,Niš
35063,Q48349,Q129259,road,KG,,0.010277383960783482,entire empire,road,Niš
35064,Q48349,Q472,military,KG,,0.021245233714580536,entire empire,military,Serdica
35065,Q48349,Q472,33ce,KG,,0.019789314828813076,entire empire,33ce,Serdica
35066,Q48349,Q472,construct,KG,,0.014086450915783644,entire empire,construct,Serdica
35067,Q48349,Q472,road,KG,,0.013420545496046543,entire empire,road,Serdica
35068,Q48349,Q472,lead,KG,,0.01298785861581564,entire empire,lead,Serdica
35069,Q48349,Q472,33ce,KG,,0.017715640366077423,entire empire,33ce,Sofia
35070,Q48349,Q472,military,KG,,0.018327870406210423,entire empire,military,Sofia
35071,Q48349,Q472,construct,KG,,0.011757780332118273,entire empire,construct,Sofia
35072,Q48349,Q472,lead,KG,,0.011644439771771431,entire empire,lead,Sofia
35073,Q48349,Q472,road,KG,,0.010958199854940176,entire empire,road,Sofia
35074,Q48349,Q16834545,33ce,KG,,0.018203669227659702,entire empire,33ce,Asia Minor
35075,Q48349,Q16834545,military,KG,,0.018015603069216013,entire empire,military,Asia Minor
35076,Q48349,Q16834545,construct,KG,,0.010949683375656605,entire empire,construct,Asia Minor
35077,Q48349,Q16834545,lead,KG,,0.010888807941228151,entire empire,lead,Asia Minor
35078,Q48349,Q16834545,road,KG,,0.010070393327623606,entire empire,road,Asia Minor
35079,Q1231059,Q1309687,military,KG,,0.052224588580429554,the Roman Via Militaris,military,Singidunum
35080,Q1231059,Q1309687,lead,KG,,0.02514449367299676,the Roman Via Militaris,lead,Singidunum
35081,Q1231059,Q1309687,road,KG,,0.023329843766987324,the Roman Via Militaris,road,Singidunum
35082,Q1231059,Q1309687,construct,KG,,0.022056804969906807,the Roman Via Militaris,construct,Singidunum
35083,Q1231059,Q3711,military,KG,,0.02477437723428011,the Roman Via Militaris,military,( Belgrade
35084,Q1231059,Q3711,lead,KG,,0.023270912002772093,the Roman Via Militaris,lead,( Belgrade
35085,Q1231059,Q3711,road,KG,,0.022797961719334126,the Roman Via Militaris,road,( Belgrade
35086,Q1231059,Q3711,construct,KG,,0.022763581946492195,the Roman Via Militaris,construct,( Belgrade
35087,Q1231059,Q39816,military,KG,,0.025436858646571636,the Roman Via Militaris,military,the valley
35088,Q1231059,Q39816,road,KG,,0.019879036583006382,the Roman Via Militaris,road,the valley
35089,Q1231059,Q39816,construct,KG,,0.021234002895653248,the Roman Via Militaris,construct,the valley
35090,Q1231059,Q39816,lead,KG,,0.01833623507991433,the Roman Via Militaris,lead,the valley
35091,Q1231059,Q6760837,construct,KG,,0.019586925394833088,the Roman Via Militaris,construct,the Margus
35092,Q1231059,Q6760837,road,KG,,0.018520529381930828,the Roman Via Militaris,road,the Margus
35093,Q1231059,Q6760837,military,KG,,0.017379428260028362,the Roman Via Militaris,military,the Margus
35094,Q1231059,Q4022,military,KG,,0.022136682644486427,the Roman Via Militaris,military,the river
35095,Q1231059,Q6760837,lead,KG,,0.015916156116873026,the Roman Via Militaris,lead,the Margus
35096,Q1231059,Q4022,construct,KG,,0.019136962480843067,the Roman Via Militaris,construct,the river
35097,Q1231059,Q4022,lead,KG,,0.01595247955992818,the Roman Via Militaris,lead,the river
35098,Q1231059,Q4022,road,KG,,0.017979142256081104,the Roman Via Militaris,road,the river
35099,Q1231059,Q211328,construct,KG,,0.01782679231837392,the Roman Via Militaris,construct,Great Morava
35100,Q1231059,Q211328,military,KG,,0.016803443897515535,the Roman Via Militaris,military,Great Morava
35101,Q1231059,Q211328,road,KG,,0.016411148943006992,the Roman Via Militaris,road,Great Morava
35102,Q1231059,Q211328,lead,KG,,0.014227538835257292,the Roman Via Militaris,lead,Great Morava
35103,Q1231059,Naissa,military,Open_KG,tail_,0.019842633046209812,the Roman Via Militaris,military,Naissa
35104,Q1231059,Naissa,construct,Open_KG,tail_,0.018535890616476536,the Roman Via Militaris,construct,Naissa
35105,Q1231059,Naissa,road,Open_KG,tail_,0.016661963425576687,the Roman Via Militaris,road,Naissa
35106,Q1231059,Naissa,lead,Open_KG,tail_,0.014388800133019686,the Roman Via Militaris,lead,Naissa
35107,Q1231059,Q129259,military,KG,,0.01661369763314724,the Roman Via Militaris,military,Niš
35108,Q1231059,Q129259,construct,KG,,0.015561424195766449,the Roman Via Militaris,construct,Niš
35109,Q1231059,Q129259,road,KG,,0.013537697959691286,the Roman Via Militaris,road,Niš
35110,Q1231059,Q129259,lead,KG,,0.012575929518789053,the Roman Via Militaris,lead,Niš
35111,Q1231059,Q472,military,KG,,0.020349408499896526,the Roman Via Militaris,military,Serdica
35112,Q1231059,Q472,construct,KG,,0.01851992355659604,the Roman Via Militaris,construct,Serdica
35113,Q1231059,Q472,road,KG,,0.016680859494954348,the Roman Via Militaris,road,Serdica
35114,Q1231059,Q472,lead,KG,,0.01461037527769804,the Roman Via Militaris,lead,Serdica
35115,Q1231059,Q472,military,KG,,0.017432045191526413,the Roman Via Militaris,military,Sofia
35116,Q1231059,Q472,construct,KG,,0.01619125297293067,the Roman Via Militaris,construct,Sofia
35117,Q1231059,Q472,road,KG,,0.01421851385384798,the Roman Via Militaris,road,Sofia
35118,Q1231059,Q472,lead,KG,,0.013266956433653831,the Roman Via Militaris,lead,Sofia
35119,Q1231059,Q16834545,military,KG,,0.017119777854532003,the Roman Via Militaris,military,Asia Minor
35120,Q1231059,Q16834545,construct,KG,,0.015383156016469002,the Roman Via Militaris,construct,Asia Minor
35121,Q1231059,Q16834545,lead,KG,,0.012511324603110552,the Roman Via Militaris,lead,Asia Minor
35122,Q1231059,Q16834545,road,KG,,0.01333070732653141,the Roman Via Militaris,road,Asia Minor
35123,Q1231059,Q11573,stride,KG,,0.05737144127488136,the Roman Via Militaris,stride,6 meters
35124,Q1231059,Q34679,stride,KG,,0.03897680155932903,the Roman Via Militaris,stride,sand
35125,Q1231059,Q34679,surface,KG,,0.030081456527113914,the Roman Via Militaris,surface,sand
35126,Q11573,Q695095,surface,KG,,0.03788555506616831,6 meters,surface,stone bridges
35127,Q11573,Q695095,run,KG,,0.036457428708672523,6 meters,run,stone bridges
35128,Q11573,Q2143762,surface,KG,,0.04783600755035877,6 meters,surface,milestones
35129,Q1231059,Q2143762,stride,KG,,0.04415374808013439,the Roman Via Militaris,stride,milestones
35130,Q11573,Q2143762,run,KG,,0.026747917756438255,6 meters,run,milestones
35131,Q1231059,Q2143762,surface,KG,,0.03737638145685196,the Roman Via Militaris,surface,milestones
35132,Q1231059,Q2143762,run,KG,,0.029022585600614548,the Roman Via Militaris,run,milestones
35133,Q468402,Q602418,run,KG,,0.039100803434848785,large polygonal tiles,run,straight segments
35134,Q468402,Q695095,run,KG,,0.0384692307561636,large polygonal tiles,run,stone bridges
35135,Q468402,Q2143762,run,KG,,0.02875971980392933,large polygonal tiles,run,milestones
35136,Q1231059,Q695095,run,KG,,0.038732096552848816,the Roman Via Militaris,run,stone bridges
35137,Q1231059,Q695095,stride,KG,,0.038894375786185265,the Roman Via Militaris,stride,stone bridges
35138,Q1231059,Q695095,surface,KG,,0.027425928972661495,the Roman Via Militaris,surface,stone bridges
35139,Q11573,Q468402,surface,KG,,0.05146726407110691,6 meters,surface,large polygonal tiles
35140,Q1231059,Q468402,stride,KG,,0.04599883034825325,the Roman Via Militaris,stride,large polygonal tiles
35141,Q1231059,Q468402,surface,KG,,0.0410076379776001,the Roman Via Militaris,surface,large polygonal tiles
35142,Q1231059,Q602418,stride,KG,,0.04284641705453396,the Roman Via Militaris,stride,straight segments
35143,Q1231059,Q602418,run,KG,,0.039363669231534004,the Roman Via Militaris,run,straight segments
35144,Q1231059,Q602418,surface,KG,,0.03154276683926582,the Roman Via Militaris,surface,straight segments
35145,Q11573,Q34679,surface,KG,,0.04054108262062073,6 meters,surface,sand
35146,Q11573,Q602418,run,KG,,0.03708900138735771,6 meters,run,straight segments
35147,Q11573,Q602418,surface,KG,,0.042002392932772636,6 meters,surface,straight segments
35148,Q34679,Q602418,run,KG,,0.050377070903778076,sand,run,straight segments
35149,Q34679,Q695095,run,KG,,0.04974549822509289,sand,run,stone bridges
35150,Q34679,Q2143762,run,KG,,0.04003598727285862,sand,run,milestones
35151,Q789815,Q1891165,stay,KG,,0.05431576259434223,stations,stay,( mansio
35152,Q789815,Q726,change,KG,,0.12193740904331207,stations,change,horses
35153,Q789815,Q1891165,change,KG,,0.05655489955097437,stations,change,( mansio
35154,Q789815,Q1891165,overnight,KG,,0.06205240078270435,stations,overnight,( mansio
35155,Q17641254,( mutatio,change,Open_KG,tail_,0.05598027445375919,the way,change,( mutatio
35156,Q17641254,walking,change,Open_KG,tail_,0.0579827856272459,the way,change,walking
35157,Q17641254,walking,stay,Open_KG,tail_,0.05194256454706192,the way,stay,walking
35158,Q17641254,walking,arrange,Open_KG,tail_,0.04174237512052059,the way,arrange,walking
35159,Q17641254,walking,reachable,Open_KG,tail_,0.037572555243968964,the way,reachable,walking
35160,Q17641254,walking,'s,Open_KG,tail_,0.03968312498182058,the way,'s,walking
35161,Q17641254,walking,overnight,Open_KG,tail_,0.039486685767769814,the way,overnight,walking
35162,Q17641254,Q573,change,KG,,0.0518518416211009,the way,change,a day
35163,Q17641254,Q573,stay,KG,,0.03992983605712652,the way,stay,a day
35164,Q17641254,Q573,overnight,KG,,0.036298103630542755,the way,overnight,a day
35165,Q17641254,Q573,arrange,KG,,0.035638230852782726,the way,arrange,a day
35166,Q17641254,Q573,reachable,KG,,0.03069154266268015,the way,reachable,a day
35167,Q17641254,Q1891165,change,KG,,0.05210912320762873,the way,change,( mansio
35168,Q17641254,Q1891165,stay,KG,,0.05076937563717365,the way,stay,( mansio
35169,Q17641254,Q1891165,overnight,KG,,0.04761667363345623,the way,overnight,( mansio
35170,Q789815,Q7560717,change,KG,,0.06098359636962414,stations,change,the last station
35171,Q789815,Q7560717,reachable,KG,,0.0384755153208971,stations,reachable,the last station
35172,Q789815,Q7560717,arrange,KG,,0.0387371052056551,stations,arrange,the last station
35173,Q789815,Q7560717,stay,KG,,0.04795646481215954,stations,stay,the last station
35174,Q789815,Q7560717,overnight,KG,,0.05481643043458462,stations,overnight,the last station
35175,Q17641254,Q7560717,change,KG,,0.056537820026278496,the way,change,the last station
35176,Q17641254,Q7560717,stay,KG,,0.04441007785499096,the way,stay,the last station
35177,Q17641254,Q7560717,overnight,KG,,0.040380703285336494,the way,overnight,the last station
35178,Q17641254,Q7560717,reachable,KG,,0.03914986178278923,the way,reachable,the last station
35179,Q17641254,Q7560717,arrange,KG,,0.04064347967505455,the way,arrange,the last station
35180,Q17641254,Q726,change,KG,,0.11749163269996643,the way,change,horses
35181,Q789815,( mutatio,change,Open_KG,tail_,0.060426050797104836,stations,change,( mutatio
35182,Q789815,Q573,change,KG,,0.056297617964446545,stations,change,a day
35183,Q789815,Q573,overnight,KG,,0.05073383077979088,stations,overnight,a day
35184,Q789815,Q573,stay,KG,,0.0434762230142951,stations,stay,a day
35185,Q789815,Q573,reachable,KG,,0.03001719620078802,stations,reachable,a day
35186,Q789815,Q573,arrange,KG,,0.033731856383383274,stations,arrange,a day
35187,Q789815,walking,change,Open_KG,tail_,0.062428561970591545,stations,change,walking
35188,Q789815,walking,overnight,Open_KG,tail_,0.05392241291701794,stations,overnight,walking
35189,Q789815,walking,stay,Open_KG,tail_,0.0554889515042305,stations,stay,walking
35190,Q789815,walking,arrange,Open_KG,tail_,0.03983600065112114,stations,arrange,walking
35191,Q789815,walking,reachable,Open_KG,tail_,0.036898208782076836,stations,reachable,walking
35192,Q789815,walking,'s,Open_KG,tail_,0.03860427066683769,stations,'s,walking
35193,Q726,Q1891165,overnight,KG,,0.063259432092309,horses,overnight,( mansio
35194,Q726,Q1891165,stay,KG,,0.05875447578728199,horses,stay,( mansio
35195,Q726,Q7560717,stay,KG,,0.0523951780050993,horses,stay,the last station
35196,Q726,Q7560717,overnight,KG,,0.05602346174418926,horses,overnight,the last station
35197,Q726,Q7560717,reachable,KG,,0.03789473604410887,horses,reachable,the last station
35198,Q726,Q7560717,arrange,KG,,0.04190409183502197,horses,arrange,the last station
35199,Q726,Q573,overnight,KG,,0.05194086208939552,horses,overnight,a day
35200,Q726,Q573,arrange,KG,,0.03689884301275015,horses,arrange,a day
35201,Q726,Q573,stay,KG,,0.04791493620723486,horses,stay,a day
35202,Q726,Q573,reachable,KG,,0.029436416923999786,horses,reachable,a day
35203,Q726,walking,stay,Open_KG,tail_,0.05992766469717026,horses,stay,walking
35204,Q726,walking,overnight,Open_KG,tail_,0.05512944422662258,horses,overnight,walking
35205,Q726,walking,'s,Open_KG,tail_,0.041024381294846535,horses,'s,walking
35206,Q726,walking,arrange,Open_KG,tail_,0.043002987280488014,horses,arrange,walking
35207,Q726,walking,reachable,Open_KG,tail_,0.0363174295052886,horses,reachable,walking
35208,( mutatio,Q1891165,stay,Open_KG,head_,0.04485616646707058,( mutatio,stay,( mansio
35209,( mutatio,Q1891165,overnight,Open_KG,head_,0.04526884853839874,( mutatio,overnight,( mansio
35210,( mutatio,Q7560717,stay,Open_KG,head_,0.038496868684887886,( mutatio,stay,the last station
35211,( mutatio,Q7560717,overnight,Open_KG,head_,0.03803287819027901,( mutatio,overnight,the last station
35212,( mutatio,Q7560717,arrange,Open_KG,head_,0.03563807159662247,( mutatio,arrange,the last station
35213,( mutatio,Q7560717,reachable,Open_KG,head_,0.034725505858659744,( mutatio,reachable,the last station
35214,( mutatio,Q573,stay,Open_KG,head_,0.03401662688702345,( mutatio,stay,a day
35215,( mutatio,Q573,arrange,Open_KG,head_,0.030632822774350643,( mutatio,arrange,a day
35216,( mutatio,Q573,overnight,Open_KG,head_,0.03395027853548527,( mutatio,overnight,a day
35217,( mutatio,Q573,reachable,Open_KG,head_,0.026267186738550663,( mutatio,reachable,a day
35218,( mutatio,walking,stay,Open_KG,head_tail_,0.04602935537695885,( mutatio,stay,walking
35219,( mutatio,walking,'s,Open_KG,head_tail_,0.04206775687634945,( mutatio,'s,walking
35220,( mutatio,walking,overnight,Open_KG,head_tail_,0.037138860672712326,( mutatio,overnight,walking
35221,( mutatio,walking,arrange,Open_KG,head_tail_,0.03673696704208851,( mutatio,arrange,walking
35222,( mutatio,walking,reachable,Open_KG,head_tail_,0.03314819931983948,( mutatio,reachable,walking
35223,Q1891165,Q7560717,arrange,KG,,0.047466134652495384,( mansio,arrange,the last station
35224,Q1891165,Q7560717,reachable,KG,,0.03749590367078781,( mansio,reachable,the last station
35225,Q1891165,Q573,arrange,KG,,0.04246088583022356,( mansio,arrange,a day
35226,Q1891165,walking,arrange,Open_KG,tail_,0.048565030097961426,( mansio,arrange,walking
35227,Q1891165,Q573,reachable,KG,,0.02903758455067873,( mansio,reachable,a day
35228,Q1891165,walking,'s,Open_KG,tail_,0.04141535423696041,( mansio,'s,walking
35229,Q1891165,walking,reachable,Open_KG,tail_,0.035918597131967545,( mansio,reachable,walking
35230,Q7560717,walking,'s,Open_KG,tail_,0.04718081094324589,the last station,'s,walking
35231,Q573,walking,'s,Open_KG,tail_,0.06777769885957241,a day,'s,walking
35232,the Byzantine and Slavic epochs,Q215536,neglect,Open_KG,head_,0.0320165129378438,the Byzantine and Slavic epochs,neglect,merchant caravans
35233,the Byzantine and Slavic epochs,Q215536,abandon,Open_KG,head_,0.026091676205396652,the Byzantine and Slavic epochs,abandon,merchant caravans
35234,the Byzantine and Slavic epochs,Q1184065,neglect,Open_KG,head_,0.03813413716852665,the Byzantine and Slavic epochs,neglect,delegations
35235,the Byzantine and Slavic epochs,Q1184065,abandon,Open_KG,head_,0.021400808356702328,the Byzantine and Slavic epochs,abandon,delegations
35236,the Byzantine and Slavic epochs,Q170198,neglect,Open_KG,head_,0.028778064996004105,the Byzantine and Slavic epochs,neglect,a series
35237,the Byzantine and Slavic epochs,Q170198,abandon,Open_KG,head_,0.019469010643661022,the Byzantine and Slavic epochs,abandon,a series
35238,the Byzantine and Slavic epochs,Q578,neglect,Open_KG,head_,0.027366509661078453,the Byzantine and Slavic epochs,neglect,centuries
35239,the Byzantine and Slavic epochs,Q578,abandon,Open_KG,head_,0.019849209114909172,the Byzantine and Slavic epochs,abandon,centuries
35240,the Byzantine and Slavic epochs,Q1314,neglect,Open_KG,head_,0.02480160165578127,the Byzantine and Slavic epochs,neglect,the fall
35241,the Byzantine and Slavic epochs,Q1314,abandon,Open_KG,head_,0.019137131981551647,the Byzantine and Slavic epochs,abandon,the fall
35242,the Byzantine and Slavic epochs,Q7275,neglect,Open_KG,head_,0.028873031958937645,the Byzantine and Slavic epochs,neglect,the Roman state
35243,the Byzantine and Slavic epochs,Q7275,abandon,Open_KG,head_,0.016877634916454554,the Byzantine and Slavic epochs,abandon,the Roman state
35244,the Byzantine and Slavic epochs,Q12769393,abandon,Open_KG,head_,0.01744901668280363,the Byzantine and Slavic epochs,abandon,the arrival
35245,the Byzantine and Slavic epochs,Q12769393,neglect,Open_KG,head_,0.0257177809253335,the Byzantine and Slavic epochs,neglect,the arrival
35246,the Byzantine and Slavic epochs,Q84072,neglect,Open_KG,head_,0.024054065346717834,the Byzantine and Slavic epochs,neglect,the Turks
35247,the Byzantine and Slavic epochs,Q84072,abandon,Open_KG,head_,0.01852798229083419,the Byzantine and Slavic epochs,abandon,the Turks
35248,the Byzantine and Slavic epochs,Q11500,neglect,Open_KG,head_,0.023610901087522507,the Byzantine and Slavic epochs,neglect,the area
35249,the Byzantine and Slavic epochs,Q11500,abandon,Open_KG,head_,0.018067273776978254,the Byzantine and Slavic epochs,abandon,the area
35250,the Byzantine and Slavic epochs,Q34442,neglect,Open_KG,head_,0.028511876240372658,the Byzantine and Slavic epochs,neglect,a route
35251,the Byzantine and Slavic epochs,Q34442,use,Open_KG,head_,0.03933015186339617,the Byzantine and Slavic epochs,use,a route
35252,the Byzantine and Slavic epochs,Q34442,abandon,Open_KG,head_,0.01719644572585821,the Byzantine and Slavic epochs,abandon,a route
35253,the Byzantine and Slavic epochs,Q2732836,neglect,Open_KG,head_,0.02412312664091587,the Byzantine and Slavic epochs,neglect,Prva Kutina
35254,the Byzantine and Slavic epochs,Q2732836,abandon,Open_KG,head_,0.018335627391934395,the Byzantine and Slavic epochs,abandon,Prva Kutina
35255,the Byzantine and Slavic epochs,Q2732836,use,Open_KG,head_,0.013490438461303711,the Byzantine and Slavic epochs,use,Prva Kutina
35256,the Byzantine and Slavic epochs,Q396536,formerly,Open_KG,head_,0.04048543702811003,the Byzantine and Slavic epochs,formerly,Banja Kutina
35257,the Byzantine and Slavic epochs,Q396536,neglect,Open_KG,head_,0.029036173596978188,the Byzantine and Slavic epochs,neglect,Banja Kutina
35258,the Byzantine and Slavic epochs,Q396536,abandon,Open_KG,head_,0.017051827628165483,the Byzantine and Slavic epochs,abandon,Banja Kutina
35259,the Byzantine and Slavic epochs,Q396536,use,Open_KG,head_,0.022016250528395176,the Byzantine and Slavic epochs,use,Banja Kutina
35260,the Byzantine and Slavic epochs,Q2733238,neglect,Open_KG,head_,0.02345242165029049,the Byzantine and Slavic epochs,neglect,Radikina Bara
35261,the Byzantine and Slavic epochs,Q2733238,abandon,Open_KG,head_,0.014924673596397042,the Byzantine and Slavic epochs,abandon,Radikina Bara
35262,the Byzantine and Slavic epochs,Q2733238,then,Open_KG,head_,0.01808571582660079,the Byzantine and Slavic epochs,then,Radikina Bara
35263,the Byzantine and Slavic epochs,Q2733238,formerly,Open_KG,head_,0.011854779906570911,the Byzantine and Slavic epochs,formerly,Radikina Bara
35264,the Byzantine and Slavic epochs,Q2733238,use,Open_KG,head_,0.010068001691251993,the Byzantine and Slavic epochs,use,Radikina Bara
35265,the Byzantine and Slavic epochs,Q5640,neglect,Open_KG,head_,0.023365135304629803,the Byzantine and Slavic epochs,neglect,Koprivnica
35266,the Byzantine and Slavic epochs,Q5640,formerly,Open_KG,head_,0.019634059630334377,the Byzantine and Slavic epochs,formerly,Koprivnica
35267,the Byzantine and Slavic epochs,Q5640,abandon,Open_KG,head_,0.017342694103717804,the Byzantine and Slavic epochs,abandon,Koprivnica
35268,the Byzantine and Slavic epochs,Q5640,then,Open_KG,head_,0.01468798192217946,the Byzantine and Slavic epochs,then,Koprivnica
35269,the Byzantine and Slavic epochs,Q5640,use,Open_KG,head_,0.011156325228512287,the Byzantine and Slavic epochs,use,Koprivnica
35270,the Byzantine and Slavic epochs,Q521392,then,Open_KG,head_,0.025588829535990953,the Byzantine and Slavic epochs,then,Jagličje
35271,the Byzantine and Slavic epochs,Q521392,neglect,Open_KG,head_,0.02518600132316351,the Byzantine and Slavic epochs,neglect,Jagličje
35272,the Byzantine and Slavic epochs,Q521392,use,Open_KG,head_,0.015483169816434383,the Byzantine and Slavic epochs,use,Jagličje
35273,the Byzantine and Slavic epochs,Q521392,abandon,Open_KG,head_,0.016381455585360527,the Byzantine and Slavic epochs,abandon,Jagličje
35274,the Byzantine and Slavic epochs,Q521392,formerly,Open_KG,head_,0.013040455989539623,the Byzantine and Slavic epochs,formerly,Jagličje
35275,the Byzantine and Slavic epochs,Pre,neglect,Open_KG,head_tail_,0.022832544054836035,the Byzantine and Slavic epochs,neglect,Pre
35276,the Byzantine and Slavic epochs,Pre,abandon,Open_KG,head_tail_,0.014612499857321382,the Byzantine and Slavic epochs,abandon,Pre
35277,the Byzantine and Slavic epochs,Pre,then,Open_KG,head_tail_,0.01062776567414403,the Byzantine and Slavic epochs,then,Pre
35278,the Byzantine and Slavic epochs,Pre,use,Open_KG,head_tail_,0.008750714361667633,the Byzantine and Slavic epochs,use,Pre
35279,the Byzantine and Slavic epochs,Pre,formerly,Open_KG,head_tail_,0.008636599406599998,the Byzantine and Slavic epochs,formerly,Pre
35280,Q215536,Q34442,use,KG,,0.042817460373044014,merchant caravans,use,a route
35281,Q215536,Q2732836,use,KG,,0.016977746970951557,merchant caravans,use,Prva Kutina
35282,Q215536,Q396536,use,KG,,0.025503559038043022,merchant caravans,use,Banja Kutina
35283,Q215536,Q396536,formerly,KG,,0.041450751945376396,merchant caravans,formerly,Banja Kutina
35284,Q215536,Q2733238,then,KG,,0.019984111189842224,merchant caravans,then,Radikina Bara
35285,Q215536,Q2733238,use,KG,,0.01355531020089984,merchant caravans,use,Radikina Bara
35286,Q215536,Q2733238,formerly,KG,,0.01282009482383728,merchant caravans,formerly,Radikina Bara
35287,Q215536,Q5640,formerly,KG,,0.020599374547600746,merchant caravans,formerly,Koprivnica
35288,Q215536,Q5640,then,KG,,0.016586377285420895,merchant caravans,then,Koprivnica
35289,Q215536,Q5640,use,KG,,0.014643633738160133,merchant caravans,use,Koprivnica
35290,Q215536,Q521392,then,KG,,0.027487224899232388,merchant caravans,then,Jagličje
35291,Q215536,Q521392,use,KG,,0.01897047832608223,merchant caravans,use,Jagličje
35292,Q215536,Q521392,formerly,KG,,0.014005770906805992,merchant caravans,formerly,Jagličje
35293,Q215536,Pre,then,Open_KG,tail_,0.012526161037385464,merchant caravans,then,Pre
35294,Q215536,Pre,use,Open_KG,tail_,0.01223802287131548,merchant caravans,use,Pre
35295,Q215536,Pre,formerly,Open_KG,tail_,0.009601914323866367,merchant caravans,formerly,Pre
35296,Q1184065,Q34442,use,KG,,0.03936821082606912,delegations,use,a route
35297,Q1184065,Q396536,formerly,KG,,0.0403594677336514,delegations,formerly,Banja Kutina
35298,Q1184065,Q2732836,use,KG,,0.01352849742397666,delegations,use,Prva Kutina
35299,Q1184065,Q396536,use,KG,,0.022054309491068125,delegations,use,Banja Kutina
35300,Q1184065,Q2733238,then,KG,,0.018026151694357395,delegations,then,Radikina Bara
35301,Q1184065,Q2733238,formerly,KG,,0.011728810612112284,delegations,formerly,Radikina Bara
35302,Q1184065,Q2733238,use,KG,,0.010106060653924942,delegations,use,Radikina Bara
35303,Q1184065,Q5640,formerly,KG,,0.01950809033587575,delegations,formerly,Koprivnica
35304,Q1184065,Q5640,then,KG,,0.014628417789936066,delegations,then,Koprivnica
35305,Q1184065,Q5640,use,KG,,0.011194384191185236,delegations,use,Koprivnica
35306,Q1184065,Q521392,then,KG,,0.02552926540374756,delegations,then,Jagličje
35307,Q1184065,Q521392,use,KG,,0.015521228779107332,delegations,use,Jagličje
35308,Q1184065,Q521392,formerly,KG,,0.012914486695080996,delegations,formerly,Jagličje
35309,Q1184065,Pre,use,Open_KG,tail_,0.008788773324340582,delegations,use,Pre
35310,Q1184065,Pre,then,Open_KG,tail_,0.010568201541900635,delegations,then,Pre
35311,Q1184065,Pre,formerly,Open_KG,tail_,0.00851063011214137,delegations,formerly,Pre
35312,Q170198,Q34442,use,KG,,0.040957385674118996,a series,use,a route
35313,Q170198,Q2732836,use,KG,,0.015117672272026539,a series,use,Prva Kutina
35314,Q170198,Q396536,formerly,KG,,0.04021225357428193,a series,formerly,Banja Kutina
35315,Q170198,Q396536,use,KG,,0.023643484339118004,a series,use,Banja Kutina
35316,Q170198,Q2733238,then,KG,,0.01825634576380253,a series,then,Radikina Bara
35317,Q170198,Q2733238,use,KG,,0.011695235501974821,a series,use,Radikina Bara
35318,Q170198,Q2733238,formerly,KG,,0.011581596452742815,a series,formerly,Radikina Bara
35319,Q170198,Q5640,formerly,KG,,0.01936087617650628,a series,formerly,Koprivnica
35320,Q170198,Q5640,then,KG,,0.014858611859381199,a series,then,Koprivnica
35321,Q170198,Q5640,use,KG,,0.012783559039235115,a series,use,Koprivnica
35322,Q170198,Pre,then,Open_KG,tail_,0.010798395611345768,a series,then,Pre
35323,Q170198,Pre,use,Open_KG,tail_,0.010377948172390461,a series,use,Pre
35324,Q170198,Pre,formerly,Open_KG,tail_,0.008363415952771902,a series,formerly,Pre
35325,Q170198,Q521392,then,KG,,0.025759459473192692,a series,then,Jagličje
35326,Q170198,Q521392,use,KG,,0.01711040362715721,a series,use,Jagličje
35327,Q170198,Q521392,formerly,KG,,0.012767272535711527,a series,formerly,Jagličje
35328,Q578,Q34442,use,KG,,0.042749807238578796,centuries,use,a route
35329,Q578,Q2732836,use,KG,,0.01691009383648634,centuries,use,Prva Kutina
35330,Q578,Q396536,formerly,KG,,0.04096832172945142,centuries,formerly,Banja Kutina
35331,Q578,Q396536,use,KG,,0.025435905903577805,centuries,use,Banja Kutina
